Date,open,high,low,close,volume,dividends,stock_splits,pair,returns,high_low_ratio,close_open_ratio,price_position,sma_5,sma_10,close_lag_1,close_lag_2,volatility_5,day_of_week,month,target
2022-06-10 00:00:00+01:00,1.0619205236434937,1.0642147064208984,1.0507733821868896,1.0619205236434937,0,0.0,0.0,EURUSD,-0.009185684635764857,1.0127918392889192,1.0,0.8293186937935683,1.0690587997436523,1.0709727644920348,1.071765422821045,1.0698620080947876,0.004290562212252148,4,6,1.0489987134933472
2022-06-13 00:00:00+01:00,1.0489987134933472,1.0497585535049438,1.041905403137207,1.0489987134933472,0,0.0,0.0,EURUSD,-0.012168340155825574,1.0075372969024738,1.0,0.9032439242831337,1.0643376111984253,1.0685580730438233,1.0619205236434937,1.071765422821045,0.0060939588435900225,0,6,1.0415147542953491
2022-06-14 00:00:00+01:00,1.0415147542953491,1.0482399463653564,1.0398253202438354,1.0415147542953491,0,0.0,0.0,EURUSD,-0.007134383580962855,1.0080923458562712,1.0,0.2007735135364869,1.0588122844696044,1.0649741530418395,1.0489987134933472,1.0619205236434937,0.006152179709121921,1,6,1.0440592765808105
2022-06-15 00:00:00+01:00,1.0440592765808105,1.0507181882858276,1.0386265516281128,1.0440592765808105,0,0.0,0.0,EURUSD,0.002443097685335127,1.0116419483391412,1.0,0.44929608013250255,1.0536517381668091,1.062039029598236,1.0415147542953491,1.0489987134933472,0.006608879412033222,2,6,1.0456204414367676
2022-06-16 00:00:00+01:00,1.0456204414367676,1.0530306100845337,1.0382598638534546,1.0456204414367676,0,0.0,0.0,EURUSD,0.0014952837362545157,1.0142264444050242,1.0,0.4983213080883896,1.0484227418899537,1.060059416294098,1.0440592765808105,1.0415147542953491,0.006538512226594537,3,6,1.0546854734420776
2022-06-17 00:00:00+01:00,1.0546854734420776,1.0551751852035522,1.0445609092712402,1.0546854734420776,0,0.0,0.0,EURUSD,0.008669524471857093,1.0101614715217682,1.0,0.9538629140039758,1.0469757318496704,1.0580172657966613,1.0456204414367676,1.0440592765808105,0.008266938193146398,4,6,1.049141764640808
2022-06-20 00:00:00+01:00,1.049141764640808,1.0545185804367065,1.048635721206665,1.049141764640808,0,0.0,0.0,EURUSD,-0.005256267333593856,1.0056100122388278,1.0,0.08601998014144156,1.0470043420791626,1.055670976638794,1.0546854734420776,1.0456204414367676,0.006361674106268608,0,6,1.0520778894424438
2022-06-21 00:00:00+01:00,1.0520778894424438,1.058189868927002,1.0514252185821533,1.0520778894424438,0,0.0,0.0,EURUSD,0.0027985968155990193,1.0064337912248014,1.0,0.09648257145878124,1.0491169691085815,1.053964626789093,1.049141764640808,1.0546854734420776,0.00495530748549467,1,6,1.053263545036316
2022-06-22 00:00:00+01:00,1.053263545036316,1.0602879524230957,1.0471861362457275,1.053263545036316,0,0.0,0.0,EURUSD,0.0011269656037542486,1.0125114492293983,1.0,0.4638600258402635,1.0509578227996825,1.052304780483246,1.0520778894424438,1.049141764640808,0.0049628316944364485,2,6,1.0564124584197998
2022-06-23 00:00:00+01:00,1.0564124584197998,1.058066725730896,1.0484488010406494,1.0564124584197998,0,0.0,0.0,EURUSD,0.0029896728110676563,1.0091734805559416,1.0,0.8280016360729292,1.053116226196289,1.0507694840431214,1.053263545036316,1.0520778894424438,0.0049873286700874465,3,6,1.052011489868164
2022-06-24 00:00:00+01:00,1.052011489868164,1.0569148063659668,1.0513699054718018,1.052011489868164,0,0.0,0.0,EURUSD,-0.00416595669291786,1.0052739771847252,1.0,0.11570709893795417,1.0525814294815063,1.0497785806655884,1.0564124584197998,1.053263545036316,0.003929595462967258,4,6,1.0566133260726929
2022-06-27 00:00:00+01:00,1.0566133260726929,1.0614246129989624,1.0550860166549683,1.0566133260726929,0,0.0,0.0,EURUSD,0.004374321239690504,1.0060076583747077,1.0,0.24095388550364855,1.0540757417678832,1.050540041923523,1.052011489868164,1.0564124584197998,0.00333095653843275,0,6,1.0580891370773315
2022-06-28 00:00:00+01:00,1.0580891370773315,1.0605015754699707,1.0505746603012085,1.0580891370773315,0,0.0,0.0,EURUSD,0.0013967370732717033,1.0094490335088762,1.0,0.7569800535587765,1.0552779912948609,1.052197480201721,1.0566133260726929,1.052011489868164,0.0032442753085662438,1,6,1.0523545742034912
2022-06-29 00:00:00+01:00,1.0523545742034912,1.053629755973816,1.0468025207519531,1.0523545742034912,0,0.0,0.0,EURUSD,-0.005419735136569348,1.0065219896652127,1.0,0.8132213511201132,1.055096197128296,1.0530270099639893,1.0580891370773315,1.0566133260726929,0.004376537340233089,2,6,1.04465913772583
2022-06-30 00:00:00+01:00,1.04465913772583,1.047877550125122,1.0383893251419067,1.04465913772583,0,0.0,0.0,EURUSD,-0.007312588994527469,1.0091374446495958,1.0,0.6607993165228098,1.052745532989502,1.0529308795928956,1.0523545742034912,1.0580891370773315,0.0049123626321374205,3,6,1.0477677583694458
2022-07-01 00:00:00+01:00,1.0477677583694458,1.0477896928787231,1.036989450454712,1.0477677583694458,0,0.0,0.0,EURUSD,0.0029757272313561955,1.0104149973939227,1.0,0.997969072506319,1.0518967866897584,1.0522391080856324,1.04465913772583,1.0523545742034912,0.0052347659093650665,4,7,1.0433948040008545
2022-07-04 00:00:00+01:00,1.0433948040008545,1.0463534593582153,1.041807770729065,1.0433948040008545,0,0.0,0.0,EURUSD,-0.004173591269306276,1.004363270035862,1.0,0.3491293401867198,1.0492530822753907,1.051664412021637,1.0477677583694458,1.04465913772583,0.004462474049502334,0,7,1.0433186292648315
2022-07-05 00:00:00+01:00,1.0433186292648315,1.0448557138442993,1.0237300395965576,1.0433186292648315,0,0.0,0.0,EURUSD,-7.300662772213862e-05,1.0206359815875552,1.0,0.927240922043845,1.0462989807128906,1.0507884860038756,1.0433948040008545,1.0477677583694458,0.004180572342890163,1,7,1.0257673263549805
2022-07-06 00:00:00+01:00,1.0257673263549805,1.0273902416229248,1.0162187814712524,1.0257673263549805,0,0.0,0.0,EURUSD,-0.01682257214386984,1.0109931644202625,1.0,0.8547266654573005,1.0409815311431885,1.048038864135742,1.0433186292648315,1.0433948040008545,0.007642950142763381,2,7,1.0186411142349243
2022-07-07 00:00:00+01:00,1.0186411142349243,1.0219202041625977,1.015331506729126,1.0186411142349243,0,0.0,0.0,EURUSD,-0.0069472013164806334,1.006489208095883,1.0,0.5023159037452506,1.0357779264450073,1.0442617297172547,1.0257673263549805,1.0433186292648315,0.007617987178785296,3,7,1.0169836282730103
2022-07-08 00:00:00+01:00,1.0169836282730103,1.0191082954406738,1.007973074913025,1.0169836282730103,0,0.0,0.0,EURUSD,-0.0016271539983530037,1.0110471408461081,1.0,0.8091939748846471,1.0296211004257203,1.0407589435577393,1.0186411142349243,1.0257673263549805,0.006625455545649465,4,7,1.0166114568710327
2022-07-11 00:00:00+01:00,1.0166114568710327,1.0167768001556396,1.0054292678833008,1.0166114568710327,0,0.0,0.0,EURUSD,-0.00036595613894940815,1.0112862561642237,1.0,0.9854291417165668,1.024264430999756,1.0367587566375733,1.0169836282730103,1.0186411142349243,0.007080797605453293,0,7,1.004752516746521
2022-07-12 00:00:00+01:00,1.004752516746521,1.007384181022644,1.0001100301742554,1.004752516746521,0,0.0,0.0,EURUSD,-0.011665164743481893,1.007273350560359,1.0,0.6382169780399869,1.0165512084960937,1.0314250946044923,1.0166114568710327,1.0169836282730103,0.006891088478330462,1,7,1.0033109188079834
2022-07-13 00:00:00+01:00,1.0033109188079834,1.011623501777649,0.9998899698257446,1.0033109188079834,0,0.0,0.0,EURUSD,-0.001434779126710306,1.0117348231365388,1.0,0.29155321656439226,1.0120599269866943,1.0265207290649414,1.004752516746521,1.0166114568710327,0.00479648957174708,2,7,1.0032706260681152
2022-07-14 00:00:00+01:00,1.0032706260681152,1.0049240589141846,0.9953616261482239,1.0032706260681152,0,0.0,0.0,EURUSD,-4.0159774116754754e-05,1.0096069935938405,1.0,0.8270907742269262,1.0089858293533325,1.02238187789917,1.0033109188079834,1.004752516746521,0.004876345829626787,3,7,1.0025665760040283
2022-07-15 00:00:00+01:00,1.0025665760040283,1.009795069694519,1.0010610818862915,1.0025665760040283,0,0.0,0.0,EURUSD,-0.0007017548862624512,1.0087247301550972,1.0,0.17237190511287637,1.0061024188995362,1.0178617596626283,1.0032706260681152,1.0033109188079834,0.004959593146665651,4,7,1.009631872177124
2022-07-18 00:00:00+01:00,1.009631872177124,1.0198878049850464,1.008237361907959,1.009631872177124,0,0.0,0.0,EURUSD,0.007047208975643482,1.0115552582330816,1.0,0.11969589997032672,1.0047065019607544,1.0144854664802552,1.0025665760040283,1.0032706260681152,0.006690635885220488,0,7,1.0145177841186523
2022-07-19 00:00:00+01:00,1.0145177841186523,1.0268205404281616,1.0125659704208374,1.0145177841186523,0,0.0,0.0,EURUSD,0.004839300418470804,1.0140776704172665,1.0,0.13692546999397873,1.0066595554351807,1.0116053819656372,1.009631872177124,1.0025665760040283,0.0037675769047363656,1,7,1.0231330394744873
2022-07-20 00:00:00+01:00,1.0231330394744873,1.0271897315979004,1.0175942182540894,1.0231330394744873,0,0.0,0.0,EURUSD,0.008491970757633638,1.009429606784003,1.0,0.5772303181643125,1.0106239795684815,1.0113419532775878,1.0145177841186523,1.009631872177124,0.004140370819854016,2,7,1.0182781219482422
2022-07-21 00:00:00+01:00,1.0182781219482422,1.0275379419326782,1.016311764717102,1.0182781219482422,0,0.0,0.0,EURUSD,-0.00474514783408686,1.0110459975032378,1.0,0.17515822112729898,1.013625478744507,1.0113056540489196,1.0231330394744873,1.0145177841186523,0.005559092488996488,3,7,1.0221081972122192
2022-07-22 00:00:00+01:00,1.0221081972122192,1.025514841079712,1.0133970975875854,1.0221081972122192,0,0.0,0.0,EURUSD,0.0037613253014305847,1.0119575470671596,1.0,0.718871432646998,1.017533802986145,1.0118181109428406,1.0182781219482422,1.0231330394744873,0.005163065886497814,4,7,1.0200231075286865
2022-07-25 00:00:00+01:00,1.0200231075286865,1.0256409645080566,1.0180604457855225,1.0200231075286865,0,0.0,0.0,EURUSD,-0.002039989199988601,1.0074460399222025,1.0,0.2589086334329297,1.0196120500564576,1.012159276008606,1.0221081972122192,1.0182781219482422,0.005364447869529424,0,7,1.022494912147522
2022-07-26 00:00:00+01:00,1.022494912147522,1.0249052047729492,1.011398434638977,1.022494912147522,0,0.0,0.0,EURUSD,0.0024232829634851516,1.0133545491780334,1.0,0.8215492970177312,1.0212074756622314,1.0139335155487061,1.0200231075286865,1.0221081972122192,0.005156463135345867,1,7,1.0129557847976685
2022-07-27 00:00:00+01:00,1.0129557847976685,1.0171905755996704,1.0107442140579224,1.0129557847976685,0,0.0,0.0,EURUSD,-0.009329266323505392,1.0063778366990273,1.0,0.3430727124787336,1.0191720247268676,1.0148980021476746,1.022494912147522,1.0200231075286865,0.005338841078973443,2,7,1.0209290981292725
2022-07-28 00:00:00+01:00,1.0209290981292725,1.0233110189437866,1.0115723609924316,1.0209290981292725,0,0.0,0.0,EURUSD,0.007871334021945176,1.0116043680155895,1.0,0.7970874673761819,1.0197022199630736,1.0166638493537903,1.0129557847976685,1.022494912147522,0.006552306398273106,3,7,1.0192328691482544
2022-07-29 00:00:00+01:00,1.0192328691482544,1.0253781080245972,1.014857530593872,1.0192328691482544,0,0.0,0.0,EURUSD,-0.0016614562011467715,1.0103665560076878,1.0,0.41588387930155346,1.0191271543502807,1.0183304786682128,1.0209290981292725,1.0129557847976685,0.006330287503365331,4,7,1.0208247900009155
2022-08-01 00:00:00+01:00,1.0208247900009155,1.0277491807937622,1.0209603309631348,1.0208247900009155,0,0.0,0.0,EURUSD,0.0015618813922195773,1.0066494746414125,1.0,-0.019965232049728703,1.0192874908447265,1.019449770450592,1.0192328691482544,1.0209290981292725,0.006322883170817031,0,8,1.0261356830596924
2022-08-02 00:00:00+01:00,1.0261356830596924,1.0293148756027222,1.0183714628219604,1.0261356830596924,0,0.0,0.0,EURUSD,0.005202551026187496,1.0107459931668126,1.0,0.7094880174291939,1.0200156450271607,1.0206115603446961,1.0208247900009155,1.0192328691482544,0.0066821083454666926,1,8,1.015568733215332
2022-08-03 00:00:00+01:00,1.015568733215332,1.020762324333191,1.0123199224472046,1.015568733215332,0,0.0,0.0,EURUSD,-0.010297809557554993,1.0083396579468449,1.0,0.38482067212651794,1.0205382347106933,1.0198551297187806,1.0261356830596924,1.0208247900009155,0.007050469792161069,2,8,1.015764594078064
2022-08-04 00:00:00+01:00,1.015764594078064,1.0232481956481934,1.0155996084213257,1.015764594078064,0,0.0,0.0,EURUSD,0.0001928583032602127,1.0075311049388418,1.0,0.021570736116955782,1.0195053339004516,1.0196037769317627,1.015568733215332,1.0261356830596924,0.005773746022435513,3,8,1.024779200553894
2022-08-05 00:00:00+01:00,1.024779200553894,1.0249052047729492,1.014363408088684,1.024779200553894,0,0.0,0.0,EURUSD,0.008874700426048987,1.0103925246121885,1.0,0.9880471780258054,1.0206146001815797,1.0198708772659302,1.015764594078064,1.015568733215332,0.00721496640930836,4,8,1.0170871019363403
2022-08-08 00:00:00+01:00,1.0170871019363403,1.0221813917160034,1.0160020589828491,1.0170871019363403,0,0.0,0.0,EURUSD,-0.00750610337660651,1.0060820080811064,1.0,0.17559225248861796,1.0198670625686646,1.0195772767066955,1.024779200553894,1.015764594078064,0.008150965521952007,0,8,1.0197629928588867
2022-08-09 00:00:00+01:00,1.0197629928588867,1.0246951580047607,1.0189213752746582,1.0197629928588867,0,0.0,0.0,EURUSD,0.0026309358534308824,1.0056665635545687,1.0,0.14576537143329066,1.0185925245285035,1.019304084777832,1.0170871019363403,1.024779200553894,0.007756458089503845,1,8,1.0208144187927246
2022-08-10 00:00:00+01:00,1.0208144187927246,1.0369141101837158,1.0203040838241577,1.0208144187927246,0,0.0,0.0,EURUSD,0.0010310493136156396,1.016279486305007,1.0,0.03072451286467865,1.0196416616439818,1.0200899481773376,1.0197629928588867,1.0170871019363403,0.005866581412050335,2,8,1.0300782918930054
2022-08-11 00:00:00+01:00,1.0300782918930054,1.036591649055481,1.0276330709457397,1.0300782918930054,0,0.0,0.0,EURUSD,0.00907498261166495,1.0087176817903463,1.0,0.2729474384564205,1.0225044012069702,1.021004867553711,1.0208144187927246,1.0197629928588867,0.0068126481503554045,3,8,1.0316723585128784
2022-08-12 00:00:00+01:00,1.0316723585128784,1.0327378511428833,1.0239607095718384,1.0316723585128784,0,0.0,0.0,EURUSD,0.0015475198656440536,1.008571756209977,1.0,0.8786059651219644,1.0238830327987671,1.0222488164901733,1.0300782918930054,1.0208144187927246,0.005913698135105685,4,8,1.0256409645080566
2022-08-15 00:00:00+01:00,1.0256409645080566,1.0267151594161987,1.0182262659072876,1.0256409645080566,0,0.0,0.0,EURUSD,-0.00584623010886498,1.0083369421838153,1.0,0.8734587838786687,1.0255938053131104,1.0227304339408874,1.0316723585128784,1.0300782918930054,0.005307367090359082,0,8,1.0161981582641602
2022-08-16 00:00:00+01:00,1.0161981582641602,1.019440770149231,1.0123404264450073,1.0161981582641602,0,0.0,0.0,EURUSD,-0.00920673663656335,1.0070137905379888,1.0,0.5433162083207415,1.024880838394165,1.0217366814613342,1.0256409645080566,1.0316723585128784,0.007114147724744479,1,8,1.0170663595199585
2022-08-17 00:00:00+01:00,1.0170663595199585,1.019783854484558,1.0148060321807861,1.0170663595199585,0,0.0,0.0,EURUSD,0.0008543621622787434,1.0049051958166575,1.0,0.4540795555236248,1.0241312265396119,1.021886444091797,1.0161981582641602,1.0256409645080566,0.007103956055738867,2,8,1.0180189609527588
2022-08-18 00:00:00+01:00,1.0180189609527588,1.0193679332733154,1.0113166570663452,1.0180189609527588,0,0.0,0.0,EURUSD,0.0009366167938638092,1.007961182237743,1.0,0.8324523608581709,1.0217193603515624,1.0221118807792664,1.0170663595199585,1.0161981582641602,0.00488617073206298,3,8,1.0089900493621826
2022-08-19 00:00:00+01:00,1.0089900493621826,1.011224627494812,1.003623127937317,1.0089900493621826,0,0.0,0.0,EURUSD,-0.008869099630645416,1.007574057777164,1.0,0.706034563874165,1.0171828985214233,1.0205329656600952,1.0180189609527588,1.0170663595199585,0.005031240251774556,4,8,1.0035223960876465
2022-08-22 00:00:00+01:00,1.0035223960876465,1.0048232078552246,0.99277263879776,1.0035223960876465,0,0.0,0.0,EURUSD,-0.005418936765523519,1.0121382969136394,1.0,0.8920539136886361,1.0127591848373414,1.0191764950752258,1.0089900493621826,1.0180189609527588,0.005004649180541381,0,8,0.9939467906951904
2022-08-23 00:00:00+01:00,0.9939467906951904,1.0019036531448364,0.9903146624565125,0.9939467906951904,0,0.0,0.0,EURUSD,-0.009541994707629509,1.0117023317210885,1.0,0.31341195591238025,1.0083089113235473,1.0165948748588562,1.0035223960876465,1.0089900493621826,0.005087698122357226,1,8,0.9966909885406494
2022-08-24 00:00:00+01:00,0.9966909885406494,0.9998200535774231,0.9911981225013733,0.9966909885406494,0,0.0,0.0,EURUSD,0.002760910212849188,1.0086984941560337,1.0,0.6370807178607969,1.0042338371276855,1.0141825318336486,0.9939467906951904,1.0035223960876465,0.005623873196152652,2,8,0.9969095587730408
2022-08-25 00:00:00+01:00,0.9969095587730408,1.0030593872070312,0.995678722858429,0.9969095587730408,0,0.0,0.0,EURUSD,0.0002192958849878135,1.0074126966652592,1.0,0.1667649220283137,1.000011956691742,1.0108656585216522,0.9966909885406494,0.9939467906951904,0.005472731088319416,3,8,0.9971283078193665
2022-08-26 00:00:00+01:00,0.9971283078193665,1.0088272094726562,0.9947279095649719,0.9971283078193665,0,0.0,0.0,EURUSD,0.00021942717310774462,1.0141740266580541,1.0,0.17024946416568376,0.9976396083831787,1.007411253452301,0.9969095587730408,0.9966909885406494,0.005011680750052924,4,8,0.993867814540863
2022-08-29 00:00:00+01:00,0.993867814540863,1.0031095743179321,0.9914930462837219,0.993867814540863,0,0.0,0.0,EURUSD,-0.003269883377028826,1.0117161971813629,1.0,0.20443012319580486,0.9957086920738221,1.0042339384555816,0.9971283078193665,0.9969095587730408,0.004769214149126979,0,8,1.0014019012451172
2022-08-30 00:00:00+01:00,1.0014019012451172,1.0052272081375122,0.998342752456665,1.0014019012451172,0,0.0,0.0,EURUSD,0.00758057217874053,1.0068958838674456,1.0,0.4443559418884521,0.9971997141838074,1.0027543127536773,0.993867814540863,0.9971283078193665,0.00401855348671459,1,8,1.0025062561035156
2022-08-31 00:00:00+01:00,1.0025062561035156,1.0077394247055054,0.9971680045127869,1.0025062561035156,0,0.0,0.0,EURUSD,0.0011028088293274507,1.0106014434326778,1.0,0.5049701452985188,0.9983627676963807,1.001298302412033,1.0014019012451172,0.993867814540863,0.00395663811654258,2,8,1.003905177116394
2022-09-01 00:00:00+01:00,1.003905177116394,1.0045808553695679,0.9917388558387756,1.003905177116394,0,0.0,0.0,EURUSD,0.0013954237236539768,1.012948972862348,1.0,0.9473852766032499,0.9997618913650512,0.9998869240283966,1.0025062561035156,1.0014019012451172,0.003920753059607724,3,9,0.995232880115509
2022-09-02 00:00:00+01:00,0.995232880115509,1.0033310651779175,0.9951239228248596,0.995232880115509,0,0.0,0.0,EURUSD,-0.008638561886686547,1.008247357102782,1.0,0.013275910903241268,0.9993828058242797,0.9985112071037292,1.003905177116394,1.0025062561035156,0.00602652140778356,4,9,0.9909427762031555
2022-09-05 00:00:00+01:00,0.9909427762031555,0.9943521022796631,0.9880836606025696,0.9909427762031555,0,0.0,0.0,EURUSD,-0.004310653313479351,1.0063440394037797,1.0,0.4561126589139179,0.9987977981567383,0.9972532451152801,0.995232880115509,1.003905177116394,0.006168206818989766,0,9,0.9952229857444763
2022-09-06 00:00:00+01:00,0.9952229857444763,0.9985321760177612,0.9865143895149231,0.9952229857444763,0,0.0,0.0,EURUSD,0.0043193306859965475,1.012182069142192,1.0,0.7246422814631122,0.9975620150566101,0.9973808646202087,0.9909427762031555,0.995232880115509,0.005184280677250856,1,9,0.9897951483726501
2022-09-07 00:00:00+01:00,0.9897951483726501,0.9955201148986816,0.9877811670303345,0.9897951483726501,0,0.0,0.0,EURUSD,-0.005453890685378271,1.007834678496264,1.0,0.26023968329764785,0.995019793510437,0.9966912806034088,0.9952229857444763,0.9909427762031555,0.005276276607977095,2,9,0.9995701909065247
